TrapID,Habitat,Trap_Type,Sampling_Dates,Start_Date,End_Date,Sampling_Duration,Sampling_Session,Month,Week_of_Year,End_Day_of_the_Year,Order,Family,Lowest_Det,Count,Count per Day, Quad Veg Cover , Quad Native Veg Cover ,Quad Non-Native Veg Cover,NQ Native Veg Cover,NQ Non-Native Veg Cover,Quad Grass Cover,Quad Native Grass Cover,Quad Non-Native Grass Cover,NQ Non-Native Grass,Quad Herbaceous Cover,Quad Native Herb Cover,Quad Non-Native Herb Cover,NQ Native Herb,NQ Non-Native Herb,Quad Shrub Cover (Native),NQ Shrub Cover (Native),NQ Tree Cover (Native),Moss Cover,Bare Ground,Thatch Cover,Thatch Depth (cm),Quad Veg Height (cm),Min pH,Max pH,Avg. pH,Min Soil Max Salinity,Avg Soil Max Salinity,Max Soil Max Salinity,Min Soil Max %CaCO3,Avg Soil Max %CaCO3,Max Soil Max %CaCO3,Quad. Number of Spp.,NQ Number of Spp.,Quad. Native Spp.,NQ Native Spp.,Quad. Non-Native Spp.,NQ Non-Native Spp.,Quad. Unknown Spp. (e.g. Moss),NQ Unknown Spp. (e.g. Moss),Quad Native Grass Spp.,Quad. Non-Native Grass Spp.,NQ Non-Native Grass Spp.,Quad. Native Herb Spp.,NQ Native Herb Spp.,Quad. Non-Native Herb Spp.,NQ Non-Native Herb Spp.,Quad. Native Shrub Spp.,NQ Native Shrub Spp.,NQ Tree Spp.,Quad. Dominant Species Name,Quad. Dominant Species Type,NQ Dominant Species Name,NQ Dominant Species Type
AS-PIT-02,Non-native Annual Grassland,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Collembola,Entomobryidae,Entomobryidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Collembola,Isotomidae,Isotomidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Isopoda,Armadillidiidae,Armadillidium,154,51.3,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Isopoda,Porcellionidae,Porcellio,2,0.7,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Archaeognatha,Machilidae,Machilidae,4,1.3,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Dermaptera,Forficulidae,Forficulidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Collembola,Bourletiellidae,Bourletiellidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Collembola,Entomobryidae,Entomobryidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Collembola,Isotomidae,Isotomidae,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Isopoda,Porcellionidae,Porcellio,0,0.0,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,Non-native Annual Grassland,PIT,"August 1-4, 2016",8/1/2016,8/4/2016,3,Summer,August,32,217,Isopoda,Armadillidiidae,Armadillidium,7,2.3,102.7, -   ,102.7, -   , -   ,101, -   ,101, -   ,1.7, -   ,1.7, -   , -   , -   , -   , -   , -   , -   , -   ,2.8,64.7,5,8.2,6.6,1,7.9,12, -   ,3.9,5,5, -   , -   , -   ,5, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Archaeognatha,Machilidae,Machilidae,7,7.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Dermaptera,Forficulidae,Forficulidae,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Collembola,Bourletiellidae,Bourletiellidae,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Collembola,Isotomidae,Isotomidae,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Isopoda,Porcellionidae,Porcellio,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Collembola,Entomobryidae,Entomobryidae,3,3.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"June 23-24, 2016",6/23/2016,6/24/2016,1,Summer,June,26,176,Isopoda,Armadillidiidae,Armadillidium,4,4.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Archaeognatha,Machilidae,Machilidae,1,1.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Bourletiellidae,Bourletiellidae,18,18.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Entomobryidae,Entomobryidae,13,13.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Dermaptera,Forficulidae,Forficulidae,8,8.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Isopoda,Armadillidiidae,Armadillidium,6,6.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Isopoda,Porcellionidae,Porcellio,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Isotomidae,Isotomidae,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Archaeognatha,Machilidae,Machilidae,2,2.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Bourletiellidae,Bourletiellidae,233,233.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Entomobryidae,Entomobryidae,189,189.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Isotomidae,Isotomidae,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Isopoda,Porcellionidae,Porcellio,0,0.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Dermaptera,Forficulidae,Forficulidae,3,3.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,Non-native Annual Grassland,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Isopoda,Armadillidiidae,Armadillidium,10,10.0,101.3,1,100.3, -   , -   ,99.3, -   ,99.3, -   ,2,1,1, -   , -   , -   , -   , -   , -   ,0.3,0.7,3.3,73.7,5.1,8.2,6.6,3.3,7,10,3,3.8,5,4, -   ,1, -   ,3, -   , -   , -   , -   ,1, -   ,1, -   ,2, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Archaeognatha,Machilidae,Machilidae,1,1.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Collembola,Bourletiellidae,Bourletiellidae,157,157.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Collembola,Entomobryidae,Entomobryidae,100,100.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Collembola,Isotomidae,Isotomidae,0,0.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Isopoda,Porcellionidae,Porcellio,0,0.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Dermaptera,Forficulidae,Forficulidae,0,0.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 26-27, 2016",4/26/2016,4/27/2016,1,Spring 2,April,18,118,Isopoda,Armadillidiidae,Armadillidium,5,5.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Archaeognatha,Machilidae,Machilidae,3,3.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Bourletiellidae,Bourletiellidae,19,19.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Entomobryidae,Entomobryidae,28,28.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Isotomidae,Isotomidae,0,0.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Isopoda,Porcellionidae,Porcellio,0,0.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Dermaptera,Forficulidae,Forficulidae,1,1.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Isopoda,Armadillidiidae,Armadillidium,185,185.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"July 7-8, 2016",7/7/2016,7/8/2016,1,Summer,July,28,190,Archaeognatha,Machilidae,Machilidae,18,18.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,Non-native Annual Grassland,YPT,"July 7-8, 2016",7/7/2016,7/8/2016,1,Summer,July,28,190,Collembola,Entomobryidae,Entomobryidae,3,3.0,111,6.7,104.3, -   , -   ,101, -   ,101, -   ,10,6.7,3.3, -   , -   , -   , -   , -   , -   ,1,1,1.9,16.4,5,8,6.5,1.3,5.9,10, -   ,2.7,5,6, -   ,1, -   ,5, -   , -   , -   , -   ,4, -   ,1, -   ,1, -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
