TrapID,Habitat,Trap,Date,Month,End_Day_of_the_Year,Trapping_Duration,Order,Family,Lowest_Det,Count, Quad Veg Cover , Quad Native Veg Cover ,Quad Non-Native Veg Cover,NQ Native Veg Cover,NQ Non-Native Veg Cover,Quad Grass Cover,Quad Native Grass Cover,Quad Non-Native Grass Cover,NQ Non-Native Grass,Quad Herbaceous Cover,Quad Native Herb Cover,Quad Non-Native Herb Cover,NQ Native Herb,NQ Non-Native Herb,Quad Shrub Cover (Native),NQ Shrub Cover (Native),NQ Tree Cover (Native),Moss Cover,Bare Ground,Thatch Cover,Thatch Depth (cm),Quad Veg Height (cm),Min pH,Max pH,Avg. pH,Min Soil Max Salinity,Avg Soil Max Salinity,Max Soil Max Salinity,Min Soil Max %CaCO3,Avg Soil Max %CaCO3,Max Soil Max %CaCO3,Quad. Number of Spp.,NQ Number of Spp.,Quad. Native Spp.,NQ Native Spp.,Quad. Non-Native Spp.,NQ Non-Native Spp.,Quad. Unknown Spp. (e.g. Moss),NQ Unknown Spp. (e.g. Moss),Quad Native Grass Spp.,Quad. Non-Native Grass Spp.,NQ Non-Native Grass Spp.,Quad. Native Herb Spp.,NQ Native Herb Spp.,Quad. Non-Native Herb Spp.,NQ Non-Native Herb Spp.,Quad. Native Shrub Spp.,NQ Native Shrub Spp.,NQ Tree Spp.,Quad. Dominant Species Name,Quad. Dominant Species Type,NQ Dominant Species Name,NQ Dominant Species Type
AS-PIT-02,AS,PIT,"August 1-4, 2016",August,217,3,Collembola,Isotomidae,Isotomidae,0, 102.7 , -   , 102.7 , -   , -   , 101.0 , -   , 101.0 , -   , 1.7 , -   , 1.7 , -   , -   , -   , -   , -   , -   , -   , -   , 2.8 , 64.7 , 5.0 , 8.2 , 6.6 , 1.0 , 7.9 , 12.0 , -   , 3.9 , 5.0 , 5.0 , -   , -   , -   , 5.0 , -   , -   , -   , -   , 2.0 , -   , -   , -   , 3.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,AS,PIT,"August 1-4, 2016",August,217,3,Isopoda,Porcellionidae,Porcellio,0, 102.7 , -   , 102.7 , -   , -   , 101.0 , -   , 101.0 , -   , 1.7 , -   , 1.7 , -   , -   , -   , -   , -   , -   , -   , -   , 2.8 , 64.7 , 5.0 , 8.2 , 6.6 , 1.0 , 7.9 , 12.0 , -   , 3.9 , 5.0 , 5.0 , -   , -   , -   , 5.0 , -   , -   , -   , -   , 2.0 , -   , -   , -   , 3.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-PIT-02,AS,PIT,"August 1-4, 2016",August,217,3,Isopoda,Armadillidiidae,Armadillidium,7, 102.7 , -   , 102.7 , -   , -   , 101.0 , -   , 101.0 , -   , 1.7 , -   , 1.7 , -   , -   , -   , -   , -   , -   , -   , -   , 2.8 , 64.7 , 5.0 , 8.2 , 6.6 , 1.0 , 7.9 , 12.0 , -   , 3.9 , 5.0 , 5.0 , -   , -   , -   , 5.0 , -   , -   , -   , -   , 2.0 , -   , -   , -   , 3.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Archaeognatha,Machilidae,Machilidae,7, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Dermaptera,Forficulidae,Forficulidae,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Collembola,Bourletiellidae,Bourletiellidae,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Collembola,Isotomidae,Isotomidae,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Isopoda,Porcellionidae,Porcellio,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Collembola,Entomobryidae,Entomobryidae,3, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"June 23-24, 2016",June,176,1,Isopoda,Armadillidiidae,Armadillidium,4, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Archaeognatha,Machilidae,Machilidae,1, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Bourletiellidae,Bourletiellidae,18, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Entomobryidae,Entomobryidae,13, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Dermaptera,Forficulidae,Forficulidae,8, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Isopoda,Armadillidiidae,Armadillidium,6, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Isopoda,Porcellionidae,Porcellio,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Isotomidae,Isotomidae,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Archaeognatha,Machilidae,Machilidae,2, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Collembola,Bourletiellidae,Bourletiellidae,233, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Collembola,Entomobryidae,Entomobryidae,189, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Collembola,Isotomidae,Isotomidae,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Isopoda,Porcellionidae,Porcellio,0, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Dermaptera,Forficulidae,Forficulidae,3, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-01,AS,YPT,"May 17-18, 2016",May,139,1,Isopoda,Armadillidiidae,Armadillidium,10, 101.3 , 1.0 , 100.3 , -   , -   , 99.3 , -   , 99.3 , -   , 2.0 , 1.0 , 1.0 , -   , -   , -   , -   , -   , -   , 0.3 , 0.7 , 3.3 , 73.7 , 5.1 , 8.2 , 6.6 , 3.3 , 7.0 , 10.0 , 3.0 , 3.8 , 5.0 , 4.0 , -   , 1.0 , -   , 3.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 2.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Archaeognatha,Machilidae,Machilidae,1, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Collembola,Bourletiellidae,Bourletiellidae,157, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Collembola,Entomobryidae,Entomobryidae,100, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Collembola,Isotomidae,Isotomidae,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Isopoda,Porcellionidae,Porcellio,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Dermaptera,Forficulidae,Forficulidae,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 26-27, 2016",April,118,1,Isopoda,Armadillidiidae,Armadillidium,5, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Archaeognatha,Machilidae,Machilidae,3, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Collembola,Bourletiellidae,Bourletiellidae,19, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Collembola,Entomobryidae,Entomobryidae,28, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Collembola,Isotomidae,Isotomidae,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Isopoda,Porcellionidae,Porcellio,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Dermaptera,Forficulidae,Forficulidae,1, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"April 6-7, 2016",April,98,1,Isopoda,Armadillidiidae,Armadillidium,185, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"July 7-8, 2016",July,190,1,Archaeognatha,Machilidae,Machilidae,18, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"July 7-8, 2016",July,190,1,Collembola,Entomobryidae,Entomobryidae,3, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"July 7-8, 2016",July,190,1,Isopoda,Armadillidiidae,Armadillidium,2, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
AS-YPT-02,AS,YPT,"July 7-8, 2016",July,190,1,Collembola,Bourletiellidae,Bourletiellidae,0, 111.0 , 6.7 , 104.3 , -   , -   , 101.0 , -   , 101.0 , -   , 10.0 , 6.7 , 3.3 , -   , -   , -   , -   , -   , -   , 1.0 , 1.0 , 1.9 , 16.4 , 5.0 , 8.0 , 6.5 , 1.3 , 5.9 , 10.0 , -   , 2.7 , 5.0 , 6.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , 4.0 , -   , 1.0 , -   , 1.0 , -   , -   , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
